MaleAltmer,FemaleAltmer,FamilyAltmer,MaleArgonian,FemaleArgonian,FamilyArgonian,MaleBosmer,FemaleBosmer,FamilyBosmer,MaleBreton,FemaleBreton,FamilyBreton,MaleDunmer,FemaleDunmer,FamilyDunmer,MaleImperial,FemaleImperial,FamilyImperial,MaleKhajiit,FemaleKhajiit,FamilyKhajiit
Cironire,Culdulquen,,Kaxutl,Padeel,,Dardir,Eneriell,,Axel,Vivien,Diel,Foryn,Iveri,Beneran,Aquila,Shekestra,Dorso,Aranak,Berani,
Cirorlin,Culuire,,Keeko,Paheiza,,Dathangil,Engail,,Baralyn,Yolande,Elve,Fothas,Ivramie,Benethran,Arentus,Siladia,Lucullus,Arbhu-ra,Berriza,
Ciryarel,Culydil,,Keemeen,Pakee,,Dathidor,Englornith,,Barjot,Zoellene,Favraud,Fothyna,Ivrosa,Beni,Aretino,Skirar,Scipio,Arbhuz,Beshari,
Ciryefarion,Cumangwe,,Keenem,Pameel,,Dennir,Enielin,,Berjac,Zylle,Giroux,Foves,Lauravenya,Bereloth,Arlowe,Slera,Arvina,Arbim,Bezeni,
Clendulath,Curilma,,Keesekeeth,Pateem,,Dennithel,Eniras,,Bernamund,Abelle,Justal,Fovus,Llaalamu,Beren,Arrianus,Sonolia,Asellus,Ariashurr,Bezera,
Colinyarion,Curime,,Keesu,Pavu,,Dennoroth,Enlorien,,Bertrand,Adelais,Lort,Gadayn,Llaalsa,Berendus,Artorius,Sosea,Barbula,Arisho,Bilbiri,
Colmorion,Curinaire,,Kepanuu,Peekeus,,Denrin,Enruvie,,Brice,Adele,Themond,Gaelion,Llandrale,Berer,Artus,Tacita,Bincal,Arolluz,Bilunna,
Colotarion,Curinwe,,Kiameed,Peelgah,,Deregor,Eralian,,Charbriel,Adelie,Troivois,Galam,Llandreri,Bero,Aspridus,Talia,Buca,Aroz'lai,Bindabi,
Coluldorn,Curorne,,Klankaatu,Pegareem,,Deros,Eralin,,Charlerel,Adeline,Vette,Galdres,Llarara,Bethrano,Astius,Terari,Buteo,Arresh,Binsora-la,
Condalin,Cursare,,Klor,Pinooh,,Derveglor,Eraneth,,Cesarel,Adelle,Arnese,Galen,Llaros,Bethrimo,Atrius,Terendras,Candidus,Arukhaz,Birai,
Coreyon,Curwe,,Kloxu,Porath,,Dessathiel,Eranwen,,Clauvis,Adiel,Beriel,Galis,Llarusea,Bradyn,Auginus,Terran,Castorius,Arum-Khal,Bishaba,
Corimin,Eafifwe,,Kluleesh,Pujeerish,,Dindom,Erathrin,,Clovis,Adrienne,Broc,Galmis,Llathise,Braryn,Augurius,Tertia,Catius,Arusha,Bishanti,
Corirmorion,Eafinme,,Klutsaan,Pulaya,,Diranor,Erelruin,,Colane,Aelynn,Celd,Galms,Llathyno,Braven,August,Thisa,Cento,Asal-jo,BishuTaia,
Coristir,Ealaren,,Krona,Puweel,,Dirchanor,Erilthel,,Colbois,Agata,Celiane,Gals,Llavane,Brenos,Auiphion,Thorasa,Colus,Asaldak,Bisussah,
Cornar,Ealonwe,,Kudleez,Puyatha,,Dirdelas,Erilthil,,Colwyn,Ajac,Courcelles,Gamin,Llavelea,Brenur,Aurius,Tia,Corvinus,Asalkin,Biya-daro,
Cororrond,Ealurme,,Lohupeel,Raleetal,,Dolilas,Erinel,,Coyne,Alainne,Dantien,Ganalyn,Llavesa,Brilyn,Averio,Urania,Falvo,Asazeh,Bizinda,
Corunorion,Earfogwe,,Losum,Reekatul,,Dollarthor,Ernethel,,Daine,Alana,Dathieu,Ganus,Llaynasa,Carvaren,Azshalku,Vacia,Florius,Ashalha,Budanja,
Cuilacelmo,Earlanorwe,,Lotaeel,Reekaturl,,Domillas,Ernethiel,,Darien,Alarice,Dencent,Garer,Lledsa,Dalas,Beldorr,Vala,Glaucia,Ashalra,Buhani,
Cuilalme,Earlarume,,Lotash,Reekeepa,,Donallir,Erwin,,Dariot,Alexandra,Derone,Garisa,Lledsea,Dalis,Blandus,Valencia,Gravius,Athask,Burana,
Cuilenrion,Earnaire,,Luteema,Reesa,,Donthengeval,Essaneth,,Delric,Alexia,Emard,Garnas,Llemisa,Dalobar,Brielus,Valentina,Melitus,Atirr,Butaba,
Cuileril,Earnona,,Maahi,Ruko,,Doradrin,Essilion,,Delvin,Alexine,Eniel,Garvs,Llerusa,Dalomo,Brucus,Vaneria,Nuccius,Azalil,Buzinda,
Cuinanthon,Earrona,,Maheelius,Rupaheel,,Doralon,Essonarth,,Doumant,Alison,Ervine,Garyn,Llevana,Dals,Cadwell,Varandia,Numida,Azarati,Cashia,
Cuinur,Earyaorne,,Makadel,Rutabeeh,,Doranar,Essoriel,,Dureau,Allene,Falbert,Gathal,Llirala,Dalvani,Caecilus,Varilia,Pitio,Azargo,Caska,
Curandil,Earyawaen,,Maneeshik,Ruxultav,,Dordanion,Estelin,,Elnis,Allice,Gane,Gavas,Llivas,Damori,Caitarius,Varina,Portius,Azazi,Chinjarsi,
Curinure,Edelle,,Markka,Sashee,,Dorinlas,Estilion,,Etienne,Allysin,Ginise,Gavesu,Llondresa,Danoran,Calvus,Varinia,Priscus,Azbiasur,Chirba,
Curissil,Eilayne,,Mathei,Saxolt,,Dorodir,Ethrandora,,Eugien,Aloin,Gousse,Gavis,Llorayna,Daram,Carodus,Vastae,Salvius,Azbishan,Chirrhari,
Curtaarimon,Eilelmil,,Meejapa,Sharava,,Dorondor,Ethrel,,Eustis,Althene,Guillon,Gidar,Llunela,Darano,Carolus,Ventitia,Scribonia,Azbishaz,Chirsusah,
Curtaros,Eilonewen,,Meenjee,Shatasha,,Drauginor,Ethril,,Fabremund,Alyenore,Hinault,Giden,Madayna,Daren,Carusian,Veresa,Sestius,Azbisnor,Chizbari,
Curvanen,Eivina,,Meenosh,Shatuna,,Draugorin,Eveli,,Farelle,Alyze,Jerick,Gilan,Madaynu,Darethran,Casta,Verita,Sisenna,Azdanati,Chrimarbina,
Daalinden,Elaasare,,Meensuda,Sheelahi,,Drauldolim,Faedre,,Farvour,Ama,Lemonds,Gilmyn,Madrale,Darothril,Castellan,Vesta,Sophus,Azdanten,Daahin,
Dandos,Elaminwe,,Meewulm,Shukesh,,Draulduin,Faedridil,,Federic,Ambre,Luric,Gilur,Madura,Darvel,Cavorus,Vicca,Viria,Azelbar,Dabani,
Duperil,Elanande,,Miharil,Shuliish,,Drilalfin,Faenir,,Filibert,Ambrelie,Malarelie,Gilvas,Malsa,Dathren,Celag,Viccia,Afronia,Azezik,Dadazi,
Durell,Elanduya,,Mikeesh,Shumeesh,,Drimrin,Faenor,,Foucault,Amora,Marck,Gilyan,Malven,Davor,Celsus,Viellia,Alfena,Azezin,Dagila,
Ealcil,Elanecarne,,Mobareed,Shuxaltsei,,Drinlin,Faldethil,,Gaspard,Anabeth,Mondorie,Gilyn,Manara,Davus,Chaero,Vilbia,Andus,Azimaz,Dahari,
Eancar,Elanere,,Mohimeem,Simeesh,,Drinroth,Faldiniel,,Gastarge,Anastasie,Sorick,Gilyne,Manse,Daynes,Cicero,Vilena,apDugal,Azimsun,Dahjarsi,
Eanidore,Elanil,,Mopakuz,Sisar,,Edalor,Falphirion,,Gaubert,Andree,Viliane,Gindas,Manwe,Delms,Cidius,Vinicia,Aquilarios,Azin,Dahzini,
Eanor,Elaninwe,,Motuu,Skatinava,,Edeleg,Fanadis,,Gavrard,Andrya,Admand,Ginur,Maralie,Deltis,Cimbar,Viola,Amphia,Azin-jo,Daibiza,
Eanurlemar,Elannie,,Mujeen,Skeeheieeus,,Edhelas,Fanayell,,Georges,Angier,Ales,Giras,Marasa,Delvi,Cimber,Vistilia,Asellio,Azramdu,Daifa,
Earamon,Elantelle,,Muranatepa,Skeetees,,Edheldor,Fandir,,Gerbert,Aniele,Alinie,Giren,Maren,Demnevanni,Clasomo,Vita,Asina,Azrid,Daiharri,
Earanyon,Elanwe,,Napetui,Solni,,Edhelfin,Fangil,,Gil,Aniette,Ancois,Giron,Marena,Deras,Claudius,Vitelia,Atius,Azsu,Daini,
Eardir,Elanya,,Naska,Sonsu,,Edhelorn,Fanrel,,Gilgoire,Annabelle,Bachand,Giryn,Marilia,Dilmyn,Clementus,Vitellia,Atrius,Azurdat,Dajarri,
Earelcar,Elaraama,,Naxaltan,Sulahkeesh,,Edhelruin,Faraniel,,Guillaume,Annaline,Barbe,Golar,Mathesa,Dobar,Codus,Vodiaka,Atticus,Azzaril,Dakharri,
Earenwe,Elarril,,Nazuux,Sumanirr,,Edhelvir,Farenlith,,Guilliot,Annalise,Berard,Goldyn,Medila,Doran,Collatinus,Volcatia,Ausonia,Baa'jhan,Dar'ava,
Earil,Eldenyarasse,,Nebutil,Supowateer,,Edrin,Fariel,,Guy,Annalysse,Bertault,Goler,Medresi,Doren,Compicius,Cassia,Averno,Baezad-jo,Darali,
Earomar,Eldwen,,Neelo,Shukesh,,Edthas,Farril,,Guybert,Anne,Boulat,Gols,Melsu,Dorvayn,Contar,Constantia,Baenius,Bahluk,Dazjhera,
Earos,Eldyeisse,,Neeluka,Shuxaltsei,,Edundor,Faruin,,Harcourt,Anne-Marie,Brassac,Golven,Meluria,Doves,Cordius,Helane,Barbatus,Bahzdal,Dazreso-jo,
Earran,Elendare,,Neetzara,Talosha,,Egannor,Farwen,,Hervetole,Annelette,Brousseau,Goras,Melvona,Dradas,Coris,Jena,Brolus,Baizad,Dazshi,
Earrastel,Elendarie,,Neexi,Taxatl,,Egarfin,Farwilwen,,Igmund,Annese,Bruhl,Gordol,Melvuli,Dralayn,Corloius,Lea,Bursio,Bakamaiq,Debaasi,
Earunlad,Elenwen,,Neposh,Taxilteer,,Egelnor,Fauridil,,Ignace,Annyce,Canis,Goren,Melvure,Dralen,Cosh,Mariana,Caeparia,Bakhati,Dehdri,
Ehran,Elenya,,Netapatuu,Teegya,,Egelrin,Fauril,,Javerien,Antys,Carlier,Goris,Meralyn,Dralno,Crassius,Sabina,Caerellius,Bakhig,Dehnarra,
Elanaldur,Elondore,,Nexith,Teeteka,,Egenor,Faurwin,,Javier,Arabelle,Charmax,Goron,Methulu,Drals,Crispinus,Severa,Casca,Bakhig-ja,Demusa,
Elanar,Elquisa,,Nodeeus,Telixith,,Egenthor,Fayadess,,Jean,Arcineaux,Chatillon,Gothren,Mevrenea,Drath,Crispus,Tiberia,Caudex,Bakhum,Dethadda,
Elanninur,Elwalama,,Nomu,Terameen,,Eghanar,Fayagwen,,Jolippe,Ardeline,Chauvry,Goval,Mevure,Drathen,Croble,Aelva,Celata,Balag,Dhanril,
Eldecil,Elwilinta,,Nosaleeth,Tlaiuhticah,,Egidnor,Fayena,,Jonne,Ardile,Conele,Gragus,Miara,Dredayn,Decalus,Dominitia,Cinna,Balku,Dimarra,
Eldellar,Emdoline,,Notei,Tlatiz,,Egidrin,Fayilien,,Kylian,Aren,Dalielle,Gulmon,Milara,Dredil,Decanus,Lavinia,Cipius,Bamak,Dor'haja,
Elderhros,Emdolye,,Nowajan,Tletva,,Egilas,Felariel,,Lanard,Ariane,Dechery,Guls,Miluru,Dreleth,Decius,Villea,Curio,Barros,Dorahin,
Elderien,Emerel,,Nowajeem,Tlixult,,Eginir,Fiabess,,Lanis,Arianna,Dubosc,Guril,Milvela,Dreloth,Dirge,,Decanius,Bashshi-ra,Dordura,
Eldhon,Eminaire,,Nuduxith,Tlonkaan,,Eginthoril,Filberel,,Lanovic,Arie,Dugot,Helseth,Milvonu,Dres,Dobias,,Delitian,Bazhar,Dorharai,
Eldinaran,Eminalime,,Nuleez,Tloxalith,,Eglabenn,Filedh,,Leonce,Arielle,Dercirent,Hlaren,Minasi,Dreth,Domitius,,Doniticus,Berantin,Dorkrivva,
Eldumoril,Eminelya,,Nurhei,Tludul,,Egolor,Filenarth,,Leonhard,Arienne,Emax,Hlaroi,Mindeli,Driler,Donus,,Doran,Bezjhan,Dortabi,
Eldyme,Eminwe,,Obaxith,Tsaesh,,Egranor,Filoneth,,Loic,Arlettie,Epinard,Hlenil,Miraso,Drilvi,Draninus,,Draconis,Bezur,Dorzara,
Eleril,Enalde,,Ojei,Tseedasi,,Eguroth,Finde,,Loucel,Arlie,Ergend,Hleras,Mirnelea,Drin,Duvianus,,Drusus,Bhakargo,Dorzarra,
Elikar,Enda,,Okalg,Tseekibeesh,,Elaldor,Findredil,,Louic,Armandine,Eriel,Hloris,Mornsu,Drinith,Eburris,,Duronia,Bihargo,Dulaya,
Ellacalion,Endaldilwe,,Okeeh,Tsleitzei,,Elanir,Fingil,,Lumagne,Armelle,Errard,Hort,Moroni,Drivam,Ennis,,Flavus,Bilam,Dunurra,
Ellildoril,Endalle,,Onuja,Tsudeereeus,,Elebor,Fingrathel,,Mael,Artura,Esmery,Idros,Morusu,Drobar,Fabilius,,Floria,Birakh-do,Durrali,
Ellimil,Endannie,,Opatieel,Tulut,,Elethir,Finnegil,,Mandel,Arzhela,Etanne,Ildos,Movisa,Drolan,Fabio,,Gabinia,Birjhan,Duzi,
Elneandil,Endarande,,Oxildutsei,Tumaka,,Elethlin,Finnethil,,Marq,Ashtah,Farielle,Ilen,Muldroni,Drolnor,Fabius,,Gallus,Birkhu,Duzuni,
Elodinar,Endaraste,,Pacheeva,Tuwul,,Elhalem,Finnorieth,,Maurice,Asteria,Frinck,Ilet,Mulvisie,Drora,Fabricius,,Garrana,Biro-dar,Efoh-dra,
Elonde,Endartirinque,,Pacheevutar,Uazee,,Elilor,Finoriell,,Maxevain,Astrid,Gelves,Ilver,Mundrila,Droryn,Falco,,Geta,Birun,Ehtayah,
Elondil,Endetuile,,Parash,Ukara,,Elolir,Firalboreth,,Michel,Aubrey,Georence,Iner,Muvrulea,Droth,Falx,,Gratas,Bizahad,Eilara,
Elpion,Endilale,,Paduxi,Ukasha,,Elonthor,Firanarth,,Milo,Augustelle,Gestor,Irarak,Nadene,Drurel,Faolchu,,Imbrex,Bizahen,Ejukki,
Elundur,Endolale,,Paraxeeh,Utazaw,,Elphregor,Firathil,,Miquel,Augustina,Gidric,Irer,Nalami,Dulfass,Feristyr,,Jeranus,Bizaku,Elamusa,
Elurmeril,Engariel,,Paxalt,Utzaei,,Elseer,Firchel,,Mollier,Augustine,Gimbert,Irver,Nalasa,Dulni,Ferrus,,Juncus,Bizalar,Elazura,
Elurtalmo,Enginaire,,Peesha,Uxitldish,,Elthras,Firgelin,,Nicolas,Aurine,Helomaine,Ivulen,Nalmila,Duro,Flaminius,,Libo,Bizdar,Elenabi,
Elwintinar,Engitaale,,Peexalt,Vaxeeh,,Enaring,Firgiel,,Noam,Aurore,Jegnole,Jiub,Nalsie,Elarven,Florentius,,Livianus,Bizurr,Elusara-la,
Emderil,Eraril,,Pejureel,Veemarz,,Enathorn,Firiliril,,Nolore,Aurorelle,Larocque,Llaals,Nalvilie,Elval,Florus,,Macatus,Bizuruna,Elzak,
Emecelmo,Erelin,,Petaxai,Veesum,,Enathras,Firion,,Padier,Aveberl,Lateur,Llanas,Nalvyna,Elvul,Floveran,,Macer,Bulag,Enarri,
Emonarel,Erille,,Pideelus,Veezil,,Endregail,Fironel,,Parriot,Axelle,Lemaitre,Llandras,Narese,Ertis,Fluvius,,Mento,Bunul,Ensa-ko,
Endaron,Erinquen,,Pimsy,Villa,,Endring,Firuin,,Pierraud,Babineaux,Lemal,Llandris,Narile,Evos,Fortis,,Mercius,Burakgum,Ensi,
Endarwe,Erluramar,,Pojeel,Vistha,,Endrothir,Firwin,,Pierre,Barbara,Luillier,Llanel,Narisa,Falandas,Fralav,,Messenia,Buzul,Erdama,
Endocar,Ernandel,,Powaj,Volahnu,,Enethrin,Flaniethe,,Popeil,Barbise,Mantel,Llarar,Nartise,Falavel,Gadayn,,Muspidius,Cherjhad,Ernabi,
Enelon,Errafinwe,,Powostulm,Vorh,,Engaenir,Flanneth,,Pugereau,Bavian,Marolles,Llarel,Nathala,Falos,Gallinius,,Nasica,Chezan,Erranza,
Engulion,Erralle,,Puhameet,Vukus,,Engiroth,Floriele,,Quiston,Beddi,Maul,Llaren,Nathyne,Fals,Gorag,,Nerva,Chirrdazi,Erunirai,
Enodoril,Errannie,,Radeelan,Vureiem,,Englor,Frenenora,,Rayan,Belain,Menant,Llaro,Nedeni,Falvani,Graccus,,Nirol,Dablir,Eshaba,
Enulyanar,Errataale,,Radithax,Wahirat,,Engor,Frenidela,,Redwyg,Belene,Menoit,Llavam,Nelmyne,Famori,Gregorius,,Papus,Dagaril-dro,Eshah,
Envaril,Errawen,,Rareel,Wareem,,Enoring,Frenillas,,Remy,Beliene,Milielle,Lleran,Nelso,Faralen,Haderus,,Pevengius,Dahldar,Eshmini-ma,
Eraaman,Erriisse,,Rarez,Wawul,,Entelator,Frenith,,Rubyn,Beline,Molose,Lleras,Nerile,Farandas,Hareld,,Plebo,Dahnkin-do,Evani,
Eraman,Erronfaire,,Ratulmdutsei,Weechei,,Enthilin,Gaette,,Ruffe,Belle,Montclair,Lleris,Nervana,Faravel,Hark,,Polus,Dak'radhi,Ezabi,
Eranamo,Erronwe,,Redieeus,Weegam,,Enthonor,Gaireth,,Sandor,Belline,Notte,Llero,Nevama,Fareloth,Hastrel,,Quarra,Dalac,Ezipa,
Erancar,Erwurlde,,Reeesh,Weewish,,Enthoras,Galathril,,Sebastien,Bellucia,Ondre,Llether,Nevena,Farethan,Hirrus,,Rian,Dalag-dar,Ezreba,
Erannin,Esolarne,,Reekeesh,Wemeerit,,Enthorin,Galbenel,,Stelvene,Berengere,Redain,Llevas,Nevrasa,Farothran,Impudius,,Regilus,Daldurr,Fabasi,
Eraros,Estaen,,Reekisk,Wenaxi,,Eraegaer,Galdini,,Stephen,Bergi,San,Llevel,Nevrila,Fatheran,Iniel,,Renmus,Dalffer,Fada,
Erator,Estilldo,,Resari,Wiku,,Eralgor,Galeneth,,Theo,Bernadette,Sansone,Lliram,Nevusa,Fathyron,Iocundus,,Rose,Dalsa,Fada-daro,
Eremind,Estinan,,Rezei,Wita,,Eralorn,Galereth,,Theodore,Bernice,Sette,Lliros,Nidara,Favani,Iulianus,,Rufinus,Darak,Fadama,
Erendil,Estre,,Rultkath,Wixil,,Eranas,Galerond,,Thibaut,Bernique,Stelanie,Lliryn,Nidryne,Faveran,Iulius,,Rullus,Darkhu,Fahana,
Erolndil,Fairencarne,,Rupah,Wusava,,Eranion,Galesse,,Thierry,Berrice,Sterone,Lloden,Nileno,Fedos,Jadier,,Russus,Darsho,Fahirri,
Erolquen,Fairenwen,,Rushmeek,Xaleez,,Erdelan,Galethril,,Timeo,Biene,Tanier,Llonas,Nilera,Felas,Janius,,Salutio,Dathtesh,Falana,
Erthelgor,Fairwen,,Ruxol,Xamarz,,Erengor,Galilarlel,,Trystan,Binlay,Velmont,Llondryn,Nilvyn,Felder,Jano,,Senyan,Dazash,Farniri,
Ertucalion,Falen,,Sakeeus,Xarei,,Erimroth,Galthel,,Vachel,Blynnie,Alielle,Lloros,Nina,Fels,Jaretius,,Sulla,Dazul-ja,Fayna,
Erudil,Fanenrel,,Seemarz,Xeejalish,,Eringor,Gananith,,Vierry,Brea,Ancelet,Llovyn,Nirasa,Fendyn,Javad,,Sylla,Dazur,Fedura,
Erunien,Fanuwende,,Sejaijilax,Xeeka,,Erodir,Gandalith,,Vincebald,Brela,Ancent,Madran,Nireli,Fererus,Jirolin,,Tiragrius,Dhanim,Fegarra,
Eryarion,Fanwenlle,,Shadutsei,Ximukto,,Eronthor,Ganduin,,Ylbore,Brena,Arbogasque,Madres,Noldrasi,Fevur,Justianas,,Torquatus,Dhanji,Fehdni,
Eryeril,Fanwilhil,,Shamat,Xinka,,Erothel,Gannel,,Zackael,Brendou,Arne,Madsu,Nothasea,Folvyn,Justicius,,Truptor,Dharo,Felamusa,
Erymil,Fanwunine,,Shuvu,Xixuai,,Erthaenir,Ganniel,,Abel,Brenlynne,Ascent,Malar,Novrynea,Gadar,Justicus,,Umbranox,Didakah,Felari,
Eryon,Fanwyearie,,Shakiis,Xokomar,,Erthalmoth,Ganorith,,Absolard,Breywenne,Augier,Mallam,Nuleno,Galen,Justino,,Valerius,Dirsherr,Felira,
Esaranir,Fanyeor,,Sikaaswulm,Xowaj,,Erthas,Ganrenan,,Absolet,Brunile,Baelborne,Mals,Nurisea,Gals,Kastav,,Vania,Do'mazir,Feluni,
Eslendore,Farandare,,Sinanis,Xohaneel,,Erthonor,Ganwen,,Achane,Brunna,Belaine,Manabi,Olvyne,Garer,Laelius,,Vano,Dro'zakar,Ferhara,
Essaldur,Faranya,,Skalasha,Xula,,Erthor,Garaengrin,,Achene,Brunwyn,Belland,Mandran,Omesu,Garil,Larrius,,Varian,Dro-Dara,Ferna,
Estaamo,Fararilde,,Skasei,Zatzu,,Erunor,Garel,,Achibert,Calesse,Benichou,Mandur,Orero,Garvon,Larus,,Varo,Drasji,Feziya-ko,
Esteltin,Farilme,,Skeehei,Adzi-Mota,,Ervalir,Garamiel,,Adair,Callice,Berri,Mandyn,Orvona,Gavos,Leono,,Varro,Duharr,Fezreba,
Esterdel,Farirale,,Skeewul,Ah-Kajul,,Esladir,Garanel,,Adalard,Candice,Bienena,Manel,Radene,Gavyn,Leontius,,Varus,Dulan,Fihada,
Estertarian,Faritaale,,Sureeus,Ah-Mudeska,,Eslion,Gariel,,Adam,Candile,Bienne,Maner,Raldenu,Gidran,Liguro,,Velarius,Dular,Fijirra,
Esulo,Faritirinque,,Tanaka,Ah-Seeba,,Esunil,Garimmir,,Adeber,Capucine,Bordier,Manolos,Ranis,Gilaram,Linus,,Vergilus,Dulini,Filadi,
Esuren,Farowel,,Teeka,Ah-Zish,,Ethgin,Garion,,Adel,Carena,Bouchard,Marayn,Ranosa,Gilvani,Liodes,,Verres,Duzal,Finnah,
Fabanil,Farwelayne,,Teelawei,Ahaht-Malz,,Ethlinor,Garniel,,Adistair,Carine,Branck,Maros,Rarusu,Gilvilo,Livius,,Vettiena,Duzal-ja,Frestinda,
Faelemar,Farwen,,Teineeja,Ajim-Kiurz,,Ethodan,Garwiril,,Adnot,Carlier,Cadiou,Mastrius,Rarvela,Gimalvel,Lorgren,,Veturius,Duzhargo,Hahakil,
Faidur,Farwenya,,Terezeeus,Ajim-Ra,,Ethruin,Garwiruin,,Adric,Carmyne,Cantillon,Mathis,Rathyne,Gimayn,Lulius,,Viducia,Duzkier,Haheiba,
Faindor,Farwewa,,Tikaasi,Ajul-Jas,,Faeldal,Gathiel,,Adrien,Caroline,Carme,Mathyn,Ravani,Gindu,Lupandinus,,Vitellius,Eilun,Hahnissi,
Fainorume,Farwunte,,Tikkus,Ajul-Kahz,,Faenegor,Gathion,,Adrone,Caronique,Cedmain,Mavis,Raven,Ginith,Lupius,,Volso,Eldazo,Haina-daro,
Fairimo,Faryan,,Tlixilja,Am-Eepa,,Faengongorn,Gathraenor,,Adwig,Cassandre,Cergend,Mavon,Ravoso,Giral,Luven,,Vonius,Elhirr,Halani,
Faladil,Felanwe,,Tlosee,Am-Jasuda,,Faenir,Gathviel,,Ailex,Catrelle,Coravel,Mavus,Rayna,Giralvel,Mallius,,Voteporix,Eljhan,Halitazi-dra,
Falion,Felawen,,Topeth,Am-Lai,,Faenlidor,Gathwen,,Aillard,Caydeire,Cottret,Meder,Raynasa,Girando,Malpenix,,Vulso,Elthar,Hamira,
Falordilmo,Fenewen,,Tsatheitepa,Am-Meesei,,Faenlolras,Geldaeniel,,Aime,Cayleigh,Daigre,Medyn,Raynila,Girano,Marcellinus,,Abor,Eludin,Hamirra,
Falutur,Finandawen,,Tsilmtulm,Amel-Kiurz,,Faenthundor,Geldirel,,Aimeric,Cecile,Dailland,Melar,Relamu,Girendas,Marcius,,Acilius,Eluzard,Hanali,
Fandil,Fintilorwe,,Tsixotl,An-Dar,,Faerelos,Gelthedh,,Ajac,Celestine,Dalot,Melur,Relmerea,Girethi,Margus,,Agius,Elzhar,Hani,
Fandilol,Finyedalin,,Tsoglaez,An-Jeen,,Faerin,Gelthiras,,Alabane,Celia,Donze,Menus,Relosa,Girothran,Marius,,Agrudilius,Enak,Hanubina-ko,
Faninmandon,Firaldaale,,Tsoxolza,Anozz-Crath,,Faerorin,Gelur,,Alaird,Celiane,Douare,Meril,Relvese,Girvayne,Maro,,Ahala,Enik-ja,Hariba,
Fannariel,Firenteril,,Tsurei,Aomee-Ru,,Falahawn,Genboril,,Albec,Celice,Dubroc,Mertis,Remasa,Githendas,Martialis,,Albarnian,Eraral-dro,Harrani,
Fanorne,Firien,,Tulalurash,Az-Loh,,Faldaleb,Gendinora,,Albert,Celina,Dutheil,Mertisi,Rerilie,Githrano,Martinus,,Albinus,Esalo,Hashuri-daro,
Fanwedil,Firilanya,,Tuxo,Az-Maxath,,Falelros,Genraeniel,,Aldouin,Cesabelle,Dutil,Mervis,Rerynea,Givyn,Martio,,Albus,Esan,Hasra,
Fanyarel,Firilnisse,,Uaxal,Azeez-Eix,,Falthalorn,Genriel,,Aleron,Chantale,Edette,Mervs,Reynel,Gobor,Maxilien,,Albutian,Esshri-dar,Hatiha,
Faralan,Firinore,,Ukaspa,Baar-Taeed,,Famronion,Genrunarel,,Alexain,Chantisse,Edier,Meryn,Ridena,Golathyn,Maxim,,Alextus,Ethad-sa,Hayya,
Faranwenn,Firlaalin,,Ukatsei,Bar-Beekus,,Fangilmir,Genthel,,Alexis,Charlisse,Edilitte,Methal,Rilasi,Gols,Medallus,,Allus,Ezri,Hazari,
Farcaano,Firlarmil,,Ulawa,Beek-Ja,,Faradan,Geoffrise,,Alfred,Charlotte,Edrald,Methas,Rilvase,Goran,Mercuro,,Ambustus,Ezudash,Heathre,
Farmeldo,Firneril,,Uralgnaza,Beek-Nassa,,Faralos,Gerethel,,Alinon,Charloux,Etienne,Mevel,Rinori,Gorvas,Mero,,Ammianus,Ezudiwa,Hebasi,
Farmir,Firorore,,Uraz,Beek-Nei,,Farandor,Gerinien,,Alesace,Charmel,Foucher,Meven,Riraynea,Guls,Molvirian,,Ancharia,Ezzag,Hedani,
Farmolbrian,Firtarcil,,Ushmeek,Beek-Ru,,Fardel,Gerwen,,Alessio,Charmela,Garick,Mevil,Rolasa,Guvron,Montanus,,Ancrus,Fa'alar,Hehayda,
Farmorion,Firtoldirwe,,Utadeek,Beek-Shei,,Farethor,Gerweruin,,Alezan,Chatelle,Garnier,Midar,Runethyne,Hardil,Mulnus,,Andronicus,Fa'dran,Heleni,
Farulnor,Firtorel,,Utamukeeus,Beel-Ranu,,Farthagal,Gethawen,,Allan,Chental,Gemane,Milar,Ruthrisu,Heladren,Murudius,,Angius,Fa'ren-dar,Henirai,
Fasaran,Firtoril,,Utatul,Beem-Tei,,Farthalem,Gilbonel,,Allunen,Cherese,Genin,Mils,Ruvene,Helni,Musius,,Antias,Fa'tabe,Hensora,
Fasarel,Firyate,,Uzeialus,Ber-Jaseen,,Fastor,Gilbonil,,Alois,Cheryline,Gette,Milyn,Sadal,Helothan,Nemesianus,,Antonius,Fa'zin,Hezura,
Fasion,Fisalie,,Vaeshna,Ber-Lurash,,Faulannor,Gilinora,,Alouis,Christelle,Hastien,Miner,Sadela,Helothran,Nemus,,Apinia,Fahurr,Hihainaz,
Fasundil,Fisinwe,,Veekas,Bijum-Loh,,Faulbor,Gilradil,,Alphaury,Ciara,Hemmet,Miron,Salama,Helothren,Nepas,,Arbitus,Famazar,Himalla,
Fealote,Fistalime,,Veelisheeh,Bijum-Mei,,Fauleroth,Gilraen,,Alphonse,Cidathia,Hurier,Mirvon,Salora,Herandus,Nepicius,,Arminus,Fareh,Himathaku,
Felarian,Fistalle,,Veenaza,Bur-Lei,,Faulor,Gilriian,,Altus,Clairene,Jeanne,Mivul,Salyni,Herendas,Nero,,Arquitius,Farit,Hinsora,
